#       Tempo      Altitude       Vel rad     Vel theta    Vel lambda    Raio balão
1457.90000000 5011.09928196    0.57135904    0.00068962   -0.00134298    1.27320491
1458.00000000 5011.15640094    0.57102054    0.00068921   -0.00134299    1.27320579
1458.10000000 5011.21348607    0.57068204    0.00068881   -0.00134300    1.27320667
1458.20000000 5011.27053735    0.57034354    0.00068840   -0.00134300    1.27320754
1458.30000000 5011.32755477    0.57000503    0.00068799   -0.00134301    1.27320842
1458.40000000 5011.38453835    0.56966653    0.00068759   -0.00134301    1.27320930
1458.50000000 5011.44148808    0.56932802    0.00068718   -0.00134302    1.27321017
1458.60000000 5011.49840395    0.56898951    0.00068677   -0.00134303    1.27321105
1458.70000000 5011.55528598    0.56865100    0.00068636   -0.00134303    1.27321192
1458.80000000 5011.61213415    0.56831248    0.00068596   -0.00134304    1.27321279
1458.90000000 5011.66894847    0.56797397    0.00068555   -0.00134305    1.27321367
1459.00000000 5011.72572894    0.56763545    0.00068514   -0.00134305    1.27321454
1459.10000000 5011.78247556    0.56729693    0.00068473   -0.00134306    1.27321541
1459.20000000 5011.83918833    0.56695841    0.00068433   -0.00134306    1.27321628
1459.30000000 5011.89586724    0.56661989    0.00068392   -0.00134307    1.27321715
1459.40000000 5011.95251231    0.56628136    0.00068351   -0.00134308    1.27321802
1459.50000000 5012.00912352    0.56594284    0.00068311   -0.00134308    1.27321889
1459.60000000 5012.06570087    0.56560431    0.00068270   -0.00134309    1.27321976
1459.70000000 5012.12224438    0.56526578    0.00068229   -0.00134310    1.27322063
1459.80000000 5012.17875403    0.56492725    0.00068188   -0.00134310    1.27322150
1459.90000000 5012.23522982    0.56458871    0.00068148   -0.00134311    1.27322237
1460.00000000 5012.29167177    0.56425018    0.00068107   -0.00134311    1.27322323
1460.10000000 5012.34807986    0.56391164    0.00068066   -0.00134312    1.27322410
1460.20000000 5012.40445409    0.56357310    0.00068025   -0.00134313    1.27322497
1460.30000000 5012.46079448    0.56323456    0.00067985   -0.00134313    1.27322583
1460.40000000 5012.51710100    0.56289602    0.00067944   -0.00134314    1.27322670
1460.50000000 5012.57337368    0.56255748    0.00067903   -0.00134314    1.27322756
1460.60000000 5012.62961250    0.56221893    0.00067863   -0.00134315    1.27322843
1460.70000000 5012.68581747    0.56188038    0.00067822   -0.00134316    1.27322929
1460.80000000 5012.74198858    0.56154184    0.00067781   -0.00134316    1.27323015
1460.90000000 5012.79812583    0.56120328    0.00067740   -0.00134317    1.27323102
1461.00000000 5012.85422923    0.56086473    0.00067700   -0.00134318    1.27323188
1461.10000000 5012.91029878    0.56052618    0.00067659   -0.00134318    1.27323274
1461.20000000 5012.96633447    0.56018762    0.00067618   -0.00134319    1.27323360
1461.30000000 5013.02233630    0.55984906    0.00067577   -0.00134319    1.27323446
1461.40000000 5013.07830428    0.55951050    0.00067537   -0.00134320    1.27323532
1461.50000000 5013.13423840    0.55917194    0.00067496   -0.00134321    1.27323618
1461.60000000 5013.19013867    0.55883338    0.00067455   -0.00134321    1.27323704
1461.70000000 5013.24600508    0.55849481    0.00067415   -0.00134322    1.27323790
1461.80000000 5013.30183763    0.55815625    0.00067374   -0.00134322    1.27323876
1461.90000000 5013.35763633    0.55781768    0.00067333   -0.00134323    1.27323961
1462.00000000 5013.41340117    0.55747911    0.00067292   -0.00134324    1.27324047
1462.10000000 5013.46913215    0.55714054    0.00067252   -0.00134324    1.27324133
1462.20000000 5013.52482927    0.55680196    0.00067211   -0.00134325    1.27324218
1462.30000000 5013.58049254    0.55646339    0.00067170   -0.00134326    1.27324304
1462.40000000 5013.63612195    0.55612481    0.00067129   -0.00134326    1.27324389
1462.50000000 5013.69171750    0.55578623    0.00067089   -0.00134327    1.27324475
1462.60000000 5013.74727919    0.55544765    0.00067048   -0.00134327    1.27324560
1462.70000000 5013.80280703    0.55510907    0.00067007   -0.00134328    1.27324645
1462.80000000 5013.85830101    0.55477048    0.00066967   -0.00134329    1.27324731
1462.90000000 5013.91376113    0.55443190    0.00066926   -0.00134329    1.27324816
1463.00000000 5013.96918739    0.55409331    0.00066885   -0.00134330    1.27324901
1463.10000000 5014.02457979    0.55375472    0.00066844   -0.00134330    1.27324986
1463.20000000 5014.07993833    0.55341613    0.00066804   -0.00134331    1.27325071
1463.30000000 5014.13526301    0.55307754    0.00066763   -0.00134332    1.27325156
1463.40000000 5014.19055384    0.55273894    0.00066722   -0.00134332    1.27325241
1463.50000000 5014.24581080    0.55240035    0.00066681   -0.00134333    1.27325326
1463.60000000 5014.30103390    0.55206175    0.00066641   -0.00134333    1.27325411
1463.70000000 5014.35622315    0.55172315    0.00066600   -0.00134334    1.27325496
1463.80000000 5014.41137853    0.55138455    0.00066559   -0.00134335    1.27325581
1463.90000000 5014.46650006    0.55104594    0.00066518   -0.00134335    1.27325665
1464.00000000 5014.52158772    0.55070734    0.00066478   -0.00134336    1.27325750
1464.10000000 5014.57664153    0.55036873    0.00066437   -0.00134336    1.27325835
1464.20000000 5014.63166147    0.55003012    0.00066396   -0.00134337    1.27325919
1464.30000000 5014.68664755    0.54969151    0.00066356   -0.00134338    1.27326004
1464.40000000 5014.74159977    0.54935290    0.00066315   -0.00134338    1.27326088
1464.50000000 5014.79651813    0.54901429    0.00066274   -0.00134339    1.27326172
1464.60000000 5014.85140263    0.54867567    0.00066233   -0.00134339    1.27326257
1464.70000000 5014.90625326    0.54833705    0.00066193   -0.00134340    1.27326341
1464.80000000 5014.96107004    0.54799843    0.00066152   -0.00134341    1.27326425
1464.90000000 5015.01585295    0.54765981    0.00066111   -0.00134341    1.27326510
1465.00000000 5015.07060200    0.54732119    0.00066070   -0.00134342    1.27326594
1465.10000000 5015.12531719    0.54698257    0.00066030   -0.00134342    1.27326678
1465.20000000 5015.17999851    0.54664394    0.00065989   -0.00134343    1.27326762
1465.30000000 5015.23464597    0.54630531    0.00065948   -0.00134344    1.27326846
1465.40000000 5015.28925957    0.54596668    0.00065907   -0.00134344    1.27326930
1465.50000000 5015.34383931    0.54562805    0.00065867   -0.00134345    1.27327014
1465.60000000 5015.39838518    0.54528942    0.00065826   -0.00134345    1.27327097
1465.70000000 5015.45289719    0.54495079    0.00065785   -0.00134346    1.27327181
1465.80000000 5015.50737534    0.54461215    0.00065745   -0.00134347    1.27327265
1465.90000000 5015.56181962    0.54427351    0.00065704   -0.00134347    1.27327349
1466.00000000 5015.61623004    0.54393487    0.00065663   -0.00134348    1.27327432
1466.10000000 5015.67060660    0.54359623    0.00065622   -0.00134348    1.27327516
1466.20000000 5015.72494929    0.54325759    0.00065582   -0.00134349    1.27327599
1466.30000000 5015.77925811    0.54291894    0.00065541   -0.00134350    1.27327683
1466.40000000 5015.83353307    0.54258030    0.00065500   -0.00134350    1.27327766
1466.50000000 5015.88777417    0.54224165    0.00065459   -0.00134351    1.27327850
1466.60000000 5015.94198141    0.54190300    0.00065419   -0.00134351    1.27327933
1466.70000000 5015.99615477    0.54156435    0.00065378   -0.00134352    1.27328016
1466.80000000 5016.05029427    0.54122570    0.00065337   -0.00134353    1.27328099
1466.90000000 5016.10439991    0.54088704    0.00065296   -0.00134353    1.27328183
1467.00000000 5016.15847168    0.54054838    0.00065256   -0.00134354    1.27328266
1467.10000000 5016.21250959    0.54020973    0.00065215   -0.00134354    1.27328349
1467.20000000 5016.26651363    0.53987107    0.00065174   -0.00134355    1.27328432
1467.30000000 5016.32048380    0.53953240    0.00065133   -0.00134356    1.27328515
1467.40000000 5016.37442010    0.53919374    0.00065093   -0.00134356    1.27328598
1467.50000000 5016.42832255    0.53885508    0.00065052   -0.00134357    1.27328680
1467.60000000 5016.48219112    0.53851641    0.00065011   -0.00134357    1.27328763
1467.70000000 5016.53602583    0.53817774    0.00064970   -0.00134358    1.27328846
1467.80000000 5016.58982667    0.53783907    0.00064930   -0.00134359    1.27328929
1467.90000000 5016.64359364    0.53750040    0.00064889   -0.00134359    1.27329011
1468.00000000 5016.69732674    0.53716172    0.00064848   -0.00134360    1.27329094
1468.10000000 5016.75102598    0.53682305    0.00064808   -0.00134360    1.27329176
1468.20000000 5016.80469135    0.53648437    0.00064767   -0.00134361    1.27329259
1468.30000000 5016.85832286    0.53614569    0.00064726   -0.00134362    1.27329341
1468.40000000 5016.91192049    0.53580701    0.00064685   -0.00134362    1.27329424
1468.50000000 5016.96548426    0.53546833    0.00064645   -0.00134363    1.27329506
1468.60000000 5017.01901416    0.53512965    0.00064604   -0.00134363    1.27329588
1468.70000000 5017.07251019    0.53479096    0.00064563   -0.00134364    1.27329670
1468.80000000 5017.12597235    0.53445228    0.00064522   -0.00134364    1.27329753
1468.90000000 5017.17940064    0.53411359    0.00064482   -0.00134365    1.27329835
1469.00000000 5017.23279506    0.53377490    0.00064441   -0.00134366    1.27329917
1469.10000000 5017.28615562    0.53343620    0.00064400   -0.00134366    1.27329999
1469.20000000 5017.33948230    0.53309751    0.00064359   -0.00134367    1.27330081
1469.30000000 5017.39277512    0.53275881    0.00064319   -0.00134367    1.27330163
1469.40000000 5017.44603406    0.53242012    0.00064278   -0.00134368    1.27330245
1469.50000000 5017.49925914    0.53208142    0.00064237   -0.00134369    1.27330326
1469.60000000 5017.55245035    0.53174272    0.00064196   -0.00134369    1.27330408
1469.70000000 5017.60560768    0.53140402    0.00064156   -0.00134370    1.27330490
1469.80000000 5017.65873115    0.53106531    0.00064115   -0.00134370    1.27330572
1469.90000000 5017.71182075    0.53072661    0.00064074   -0.00134371    1.27330653
1470.00000000 5017.76487647    0.53038790    0.00064033   -0.00134371    1.27330735
1470.10000000 5017.81789833    0.53004919    0.00063993   -0.00134372    1.27330816
1470.20000000 5017.87088631    0.52971048    0.00063952   -0.00134373    1.27330898
1470.30000000 5017.92384042    0.52937177    0.00063911   -0.00134373    1.27330979
1470.40000000 5017.97676066    0.52903305    0.00063870   -0.00134374    1.27331060
1470.50000000 5018.02964703    0.52869434    0.00063830   -0.00134374    1.27331142
1470.60000000 5018.08249953    0.52835562    0.00063789   -0.00134375    1.27331223
1470.70000000 5018.13531816    0.52801690    0.00063748   -0.00134376    1.27331304
1470.80000000 5018.18810291    0.52767818    0.00063708   -0.00134376    1.27331385
1470.90000000 5018.24085379    0.52733946    0.00063667   -0.00134377    1.27331466
1471.00000000 5018.29357080    0.52700074    0.00063626   -0.00134377    1.27331547
1471.10000000 5018.34625394    0.52666201    0.00063585   -0.00134378    1.27331628
1471.20000000 5018.39890320    0.52632328    0.00063545   -0.00134378    1.27331709
1471.30000000 5018.45151860    0.52598456    0.00063504   -0.00134379    1.27331790
1471.40000000 5018.50410012    0.52564583    0.00063463   -0.00134380    1.27331871
1471.50000000 5018.55664776    0.52530709    0.00063422   -0.00134380    1.27331952
1471.60000000 5018.60916153    0.52496836    0.00063382   -0.00134381    1.27332032
1471.70000000 5018.66164143    0.52462962    0.00063341   -0.00134381    1.27332113
1471.80000000 5018.71408746    0.52429089    0.00063300   -0.00134382    1.27332194
1471.90000000 5018.76649961    0.52395215    0.00063259   -0.00134382    1.27332274
1472.00000000 5018.81887789    0.52361341    0.00063219   -0.00134383    1.27332355
1472.10000000 5018.87122229    0.52327467    0.00063178   -0.00134384    1.27332435
1472.20000000 5018.92353282    0.52293592    0.00063137   -0.00134384    1.27332516
1472.30000000 5018.97580947    0.52259718    0.00063096   -0.00134385    1.27332596
1472.40000000 5019.02805225    0.52225843    0.00063056   -0.00134385    1.27332676
1472.50000000 5019.08026116    0.52191968    0.00063015   -0.00134386    1.27332757
1472.60000000 5019.13243619    0.52158093    0.00062974   -0.00134386    1.27332837
1472.70000000 5019.18457734    0.52124218    0.00062933   -0.00134387    1.27332917
1472.80000000 5019.23668462    0.52090343    0.00062893   -0.00134388    1.27332997
1472.90000000 5019.28875803    0.52056467    0.00062852   -0.00134388    1.27333077
1473.00000000 5019.34079756    0.52022591    0.00062811   -0.00134389    1.27333157
1473.10000000 5019.39280321    0.51988716    0.00062770   -0.00134389    1.27333237
1473.20000000 5019.44477499    0.51954840    0.00062730   -0.00134390    1.27333317
1473.30000000 5019.49671289    0.51920963    0.00062689   -0.00134390    1.27333397
1473.40000000 5019.54861691    0.51887087    0.00062648   -0.00134391    1.27333477
1473.50000000 5019.60048706    0.51853211    0.00062607   -0.00134392    1.27333556
1473.60000000 5019.65232333    0.51819334    0.00062567   -0.00134392    1.27333636
1473.70000000 5019.70412573    0.51785457    0.00062526   -0.00134393    1.27333716
1473.80000000 5019.75589425    0.51751580    0.00062485   -0.00134393    1.27333795
1473.90000000 5019.80762889    0.51717703    0.00062444   -0.00134394    1.27333875
1474.00000000 5019.85932965    0.51683826    0.00062404   -0.00134394    1.27333954
1474.10000000 5019.91099654    0.51649948    0.00062363   -0.00134395    1.27334034
1474.20000000 5019.96262955    0.51616071    0.00062322   -0.00134396    1.27334113
1474.30000000 5020.01422868    0.51582193    0.00062281   -0.00134396    1.27334192
1474.40000000 5020.06579393    0.51548315    0.00062241   -0.00134397    1.27334272
1474.50000000 5020.11732531    0.51514437    0.00062200   -0.00134397    1.27334351
1474.60000000 5020.16882280    0.51480558    0.00062159   -0.00134398    1.27334430
1474.70000000 5020.22028642    0.51446680    0.00062118   -0.00134398    1.27334509
1474.80000000 5020.27171616    0.51412801    0.00062078   -0.00134399    1.27334588
1474.90000000 5020.32311202    0.51378923    0.00062037   -0.00134400    1.27334667
1475.00000000 5020.37447401    0.51345044    0.00061996   -0.00134400    1.27334746
1475.10000000 5020.42580211    0.51311165    0.00061955   -0.00134401    1.27334825
1475.20000000 5020.47709634    0.51277285    0.00061915   -0.00134401    1.27334904
1475.30000000 5020.52835668    0.51243406    0.00061874   -0.00134402    1.27334983
1475.40000000 5020.57958315    0.51209526    0.00061833   -0.00134402    1.27335062
1475.50000000 5020.63077573    0.51175647    0.00061792   -0.00134403    1.27335140
1475.60000000 5020.68193444    0.51141767    0.00061752   -0.00134403    1.27335219
1475.70000000 5020.73305927    0.51107887    0.00061711   -0.00134404    1.27335297
1475.80000000 5020.78415021    0.51074006    0.00061670   -0.00134405    1.27335376
1475.90000000 5020.83520728    0.51040126    0.00061629   -0.00134405    1.27335454
1476.00000000 5020.88623047    0.51006245    0.00061589   -0.00134406    1.27335533
1476.10000000 5020.93721977    0.50972365    0.00061548   -0.00134406    1.27335611
1476.20000000 5020.98817519    0.50938484    0.00061507   -0.00134407    1.27335690
1476.30000000 5021.03909674    0.50904603    0.00061466   -0.00134407    1.27335768
1476.40000000 5021.08998440    0.50870722    0.00061426   -0.00134408    1.27335846
1476.50000000 5021.14083818    0.50836840    0.00061385   -0.00134409    1.27335924
1476.60000000 5021.19165808    0.50802959    0.00061344   -0.00134409    1.27336003
1476.70000000 5021.24244410    0.50769077    0.00061303   -0.00134410    1.27336081
1476.80000000 5021.29319623    0.50735195    0.00061263   -0.00134410    1.27336159
1476.90000000 5021.34391449    0.50701313    0.00061222   -0.00134411    1.27336237
1477.00000000 5021.39459886    0.50667431    0.00061181   -0.00134411    1.27336315
1477.10000000 5021.44524935    0.50633549    0.00061140   -0.00134412    1.27336392
1477.20000000 5021.49586596    0.50599666    0.00061100   -0.00134412    1.27336470
1477.30000000 5021.54644868    0.50565784    0.00061059   -0.00134413    1.27336548
1477.40000000 5021.59699752    0.50531901    0.00061018   -0.00134414    1.27336626
1477.50000000 5021.64751248    0.50498018    0.00060977   -0.00134414    1.27336703
1477.60000000 5021.69799356    0.50464135    0.00060937   -0.00134415    1.27336781
1477.70000000 5021.74844075    0.50430252    0.00060896   -0.00134415    1.27336859
1477.80000000 5021.79885406    0.50396368    0.00060855   -0.00134416    1.27336936
1477.90000000 5021.84923349    0.50362485    0.00060814   -0.00134416    1.27337013
1478.00000000 5021.89957903    0.50328601    0.00060774   -0.00134417    1.27337091
1478.10000000 5021.94989069    0.50294717    0.00060733   -0.00134417    1.27337168
1478.20000000 5022.00016846    0.50260833    0.00060692   -0.00134418    1.27337246
1478.30000000 5022.05041235    0.50226949    0.00060651   -0.00134418    1.27337323
1478.40000000 5022.10062236    0.50193064    0.00060611   -0.00134419    1.27337400
1478.50000000 5022.15079848    0.50159180    0.00060570   -0.00134420    1.27337477
1478.60000000 5022.20094072    0.50125295    0.00060529   -0.00134420    1.27337554
1478.70000000 5022.25104907    0.50091410    0.00060488   -0.00134421    1.27337631
1478.80000000 5022.30112354    0.50057525    0.00060448   -0.00134421    1.27337708
1478.90000000 5022.35116412    0.50023640    0.00060407   -0.00134422    1.27337785
1479.00000000 5022.40117082    0.49989755    0.00060366   -0.00134422    1.27337862
1479.10000000 5022.45114363    0.49955869    0.00060325   -0.00134423    1.27337939
1479.20000000 5022.50108255    0.49921984    0.00060285   -0.00134423    1.27338016
1479.30000000 5022.55098759    0.49888098    0.00060244   -0.00134424    1.27338092
1479.40000000 5022.60085875    0.49854212    0.00060203   -0.00134425    1.27338169
1479.50000000 5022.65069602    0.49820326    0.00060162   -0.00134425    1.27338246
1479.60000000 5022.70049940    0.49786440    0.00060122   -0.00134426    1.27338322
1479.70000000 5022.75026890    0.49752553    0.00060081   -0.00134426    1.27338399
1479.80000000 5022.80000451    0.49718667    0.00060040   -0.00134427    1.27338475
1479.90000000 5022.84970623    0.49684780    0.00059999   -0.00134427    1.27338552
1480.00000000 5022.89937407    0.49650893    0.00059959   -0.00134428    1.27338628
1480.10000000 5022.94900802    0.49617006    0.00059918   -0.00134428    1.27338704
1480.20000000 5022.99860808    0.49583119    0.00059877   -0.00134429    1.27338781
1480.30000000 5023.04817425    0.49549232    0.00059836   -0.00134429    1.27338857
1480.40000000 5023.09770654    0.49515344    0.00059796   -0.00134430    1.27338933
1480.50000000 5023.14720494    0.49481456    0.00059755   -0.00134431    1.27339009
1480.60000000 5023.19666945    0.49447568    0.00059714   -0.00134431    1.27339085
1480.70000000 5023.24610008    0.49413681    0.00059673   -0.00134432    1.27339161
1480.80000000 5023.29549681    0.49379792    0.00059633   -0.00134432    1.27339237
1480.90000000 5023.34485966    0.49345904    0.00059592   -0.00134433    1.27339313
1481.00000000 5023.39418862    0.49312016    0.00059551   -0.00134433    1.27339389
1481.10000000 5023.44348369    0.49278127    0.00059510   -0.00134434    1.27339465
1481.20000000 5023.49274488    0.49244238    0.00059470   -0.00134434    1.27339541
1481.30000000 5023.54197217    0.49210349    0.00059429   -0.00134435    1.27339616
1481.40000000 5023.59116557    0.49176460    0.00059388   -0.00134435    1.27339692
1481.50000000 5023.64032509    0.49142571    0.00059347   -0.00134436    1.27339767
1481.60000000 5023.68945071    0.49108682    0.00059307   -0.00134436    1.27339843
1481.70000000 5023.73854245    0.49074792    0.00059266   -0.00134437    1.27339918
1481.80000000 5023.78760030    0.49040902    0.00059225   -0.00134438    1.27339994
1481.90000000 5023.83662426    0.49007013    0.00059184   -0.00134438    1.27340069
1482.00000000 5023.88561432    0.48973123    0.00059143   -0.00134439    1.27340145
1482.10000000 5023.93457050    0.48939233    0.00059103   -0.00134439    1.27340220
1482.20000000 5023.98349279    0.48905342    0.00059062   -0.00134440    1.27340295
1482.30000000 5024.03238118    0.48871452    0.00059021   -0.00134440    1.27340370
1482.40000000 5024.08123569    0.48837561    0.00058980   -0.00134441    1.27340445
1482.50000000 5024.13005631    0.48803670    0.00058940   -0.00134441    1.27340520
1482.60000000 5024.17884303    0.48769779    0.00058899   -0.00134442    1.27340596
1482.70000000 5024.22759587    0.48735888    0.00058858   -0.00134442    1.27340670
1482.80000000 5024.27631481    0.48701997    0.00058817   -0.00134443    1.27340745
1482.90000000 5024.32499986    0.48668106    0.00058777   -0.00134443    1.27340820
1483.00000000 5024.37365102    0.48634214    0.00058736   -0.00134444    1.27340895
1483.10000000 5024.42226829    0.48600323    0.00058695   -0.00134445    1.27340970
1483.20000000 5024.47085166    0.48566431    0.00058654   -0.00134445    1.27341045
1483.30000000 5024.51940115    0.48532539    0.00058614   -0.00134446    1.27341119
1483.40000000 5024.56791674    0.48498647    0.00058573   -0.00134446    1.27341194
1483.50000000 5024.61639844    0.48464754    0.00058532   -0.00134447    1.27341268
1483.60000000 5024.66484625    0.48430862    0.00058491   -0.00134447    1.27341343
1483.70000000 5024.71326016    0.48396969    0.00058451   -0.00134448    1.27341417
1483.80000000 5024.76164019    0.48363076    0.00058410   -0.00134448    1.27341492
1483.90000000 5024.80998632    0.48329184    0.00058369   -0.00134449    1.27341566
1484.00000000 5024.85829855    0.48295290    0.00058328   -0.00134449    1.27341640
1484.10000000 5024.90657690    0.48261397    0.00058288   -0.00134450    1.27341715
1484.20000000 5024.95482135    0.48227504    0.00058247   -0.00134450    1.27341789
1484.30000000 5025.00303190    0.48193610    0.00058206   -0.00134451    1.27341863
1484.40000000 5025.05120857    0.48159717    0.00058165   -0.00134451    1.27341937
1484.50000000 5025.09935134    0.48125823    0.00058125   -0.00134452    1.27342011
1484.60000000 5025.14746021    0.48091929    0.00058084   -0.00134452    1.27342085
1484.70000000 5025.19553519    0.48058035    0.00058043   -0.00134453    1.27342159
1484.80000000 5025.24357628    0.48024141    0.00058002   -0.00134454    1.27342233
1484.90000000 5025.29158347    0.47990246    0.00057962   -0.00134454    1.27342307
1485.00000000 5025.33955677    0.47956352    0.00057921   -0.00134455    1.27342380
1485.10000000 5025.38749618    0.47922457    0.00057880   -0.00134455    1.27342454
1485.20000000 5025.43540169    0.47888562    0.00057839   -0.00134456    1.27342528
1485.30000000 5025.48327330    0.47854667    0.00057798   -0.00134456    1.27342601
1485.40000000 5025.53111102    0.47820772    0.00057758   -0.00134457    1.27342675
1485.50000000 5025.57891484    0.47786876    0.00057717   -0.00134457    1.27342749
1485.60000000 5025.62668477    0.47752981    0.00057676   -0.00134458    1.27342822
1485.70000000 5025.67442080    0.47719085    0.00057635   -0.00134458    1.27342895
1485.80000000 5025.72212294    0.47685189    0.00057595   -0.00134459    1.27342969
1485.90000000 5025.76979118    0.47651294    0.00057554   -0.00134459    1.27343042
1486.00000000 5025.81742553    0.47617397    0.00057513   -0.00134460    1.27343115
1486.10000000 5025.86502597    0.47583501    0.00057472   -0.00134460    1.27343189
1486.20000000 5025.91259253    0.47549605    0.00057432   -0.00134461    1.27343262
1486.30000000 5025.96012519    0.47515708    0.00057391   -0.00134461    1.27343335
1486.40000000 5026.00762395    0.47481812    0.00057350   -0.00134462    1.27343408
1486.50000000 5026.05508881    0.47447915    0.00057309   -0.00134462    1.27343481
1486.60000000 5026.10251977    0.47414018    0.00057269   -0.00134463    1.27343554
1486.70000000 5026.14991684    0.47380121    0.00057228   -0.00134463    1.27343627
1486.80000000 5026.19728002    0.47346223    0.00057187   -0.00134464    1.27343699
1486.90000000 5026.24460929    0.47312326    0.00057146   -0.00134465    1.27343772
1487.00000000 5026.29190466    0.47278428    0.00057106   -0.00134465    1.27343845
1487.10000000 5026.33916615    0.47244531    0.00057065   -0.00134466    1.27343918
1487.20000000 5026.38639373    0.47210633    0.00057024   -0.00134466    1.27343990
1487.30000000 5026.43358741    0.47176735    0.00056983   -0.00134467    1.27344063
1487.40000000 5026.48074719    0.47142837    0.00056942   -0.00134467    1.27344135
1487.50000000 5026.52787308    0.47108938    0.00056902   -0.00134468    1.27344208
1487.60000000 5026.57496507    0.47075040    0.00056861   -0.00134468    1.27344280
1487.70000000 5026.62202316    0.47041141    0.00056820   -0.00134469    1.27344353
1487.80000000 5026.66904735    0.47007242    0.00056779   -0.00134469    1.27344425
1487.90000000 5026.71603765    0.46973343    0.00056739   -0.00134470    1.27344497
1488.00000000 5026.76299404    0.46939444    0.00056698   -0.00134470    1.27344570
1488.10000000 5026.80991653    0.46905545    0.00056657   -0.00134471    1.27344642
1488.20000000 5026.85680513    0.46871646    0.00056616   -0.00134471    1.27344714
1488.30000000 5026.90365983    0.46837746    0.00056576   -0.00134472    1.27344786
1488.40000000 5026.95048063    0.46803847    0.00056535   -0.00134472    1.27344858
1488.50000000 5026.99726752    0.46769947    0.00056494   -0.00134473    1.27344930
1488.60000000 5027.04402052    0.46736047    0.00056453   -0.00134473    1.27345002
1488.70000000 5027.09073962    0.46702147    0.00056413   -0.00134474    1.27345074
1488.80000000 5027.13742482    0.46668246    0.00056372   -0.00134474    1.27345145
1488.90000000 5027.18407612    0.46634346    0.00056331   -0.00134475    1.27345217
1489.00000000 5027.23069352    0.46600446    0.00056290   -0.00134475    1.27345289
1489.10000000 5027.27727701    0.46566545    0.00056250   -0.00134476    1.27345360
1489.20000000 5027.32382661    0.46532644    0.00056209   -0.00134476    1.27345432
1489.30000000 5027.37034231    0.46498743    0.00056168   -0.00134477    1.27345504
1489.40000000 5027.41682409    0.46464842    0.00056127   -0.00134477    1.27345575
1489.50000000 5027.46327198    0.46430941    0.00056086   -0.00134478    1.27345647
1489.60000000 5027.50968597    0.46397039    0.00056046   -0.00134478    1.27345718
1489.70000000 5027.55606606    0.46363138    0.00056005   -0.00134479    1.27345789
1489.80000000 5027.60241225    0.46329236    0.00055964   -0.00134479    1.27345861
1489.90000000 5027.64872453    0.46295334    0.00055923   -0.00134480    1.27345932
1490.00000000 5027.69500292    0.46261432    0.00055883   -0.00134480    1.27346003
1490.10000000 5027.74124740    0.46227530    0.00055842   -0.00134481    1.27346074
1490.20000000 5027.78745797    0.46193628    0.00055801   -0.00134481    1.27346145
1490.30000000 5027.83363465    0.46159725    0.00055760   -0.00134482    1.27346216
1490.40000000 5027.87977743    0.46125822    0.00055720   -0.00134482    1.27346287
1490.50000000 5027.92588629    0.46091920    0.00055679   -0.00134483    1.27346358
1490.60000000 5027.97196126    0.46058017    0.00055638   -0.00134483    1.27346429
1490.70000000 5028.01800233    0.46024114    0.00055597   -0.00134484    1.27346500
1490.80000000 5028.06400949    0.45990211    0.00055557   -0.00134485    1.27346571
1490.90000000 5028.10998275    0.45956307    0.00055516   -0.00134485    1.27346641
1491.00000000 5028.15592211    0.45922404    0.00055475   -0.00134486    1.27346712
1491.10000000 5028.20182755    0.45888500    0.00055434   -0.00134486    1.27346783
1491.20000000 5028.24769910    0.45854597    0.00055393   -0.00134487    1.27346853
1491.30000000 5028.29353675    0.45820693    0.00055353   -0.00134487    1.27346924
1491.40000000 5028.33934049    0.45786789    0.00055312   -0.00134488    1.27346994
1491.50000000 5028.38511033    0.45752884    0.00055271   -0.00134488    1.27347064
1491.60000000 5028.43084626    0.45718980    0.00055230   -0.00134489    1.27347135
1491.70000000 5028.47654829    0.45685076    0.00055190   -0.00134489    1.27347205
1491.80000000 5028.52221641    0.45651171    0.00055149   -0.00134490    1.27347275
1491.90000000 5028.56785063    0.45617266    0.00055108   -0.00134490    1.27347346
1492.00000000 5028.61345094    0.45583361    0.00055067   -0.00134491    1.27347416
1492.10000000 5028.65901735    0.45549456    0.00055027   -0.00134491    1.27347486
1492.20000000 5028.70454985    0.45515551    0.00054986   -0.00134492    1.27347556
1492.30000000 5028.75004845    0.45481646    0.00054945   -0.00134492    1.27347626
1492.40000000 5028.79551314    0.45447740    0.00054904   -0.00134493    1.27347696
1492.50000000 5028.84094393    0.45413835    0.00054864   -0.00134493    1.27347766
1492.60000000 5028.88634081    0.45379929    0.00054823   -0.00134494    1.27347835
1492.70000000 5028.93170379    0.45346023    0.00054782   -0.00134494    1.27347905
1492.80000000 5028.97703286    0.45312117    0.00054741   -0.00134495    1.27347975
1492.90000000 5029.02232802    0.45278211    0.00054700   -0.00134495    1.27348045
1493.00000000 5029.06758928    0.45244304    0.00054660   -0.00134496    1.27348114
1493.10000000 5029.11281663    0.45210398    0.00054619   -0.00134496    1.27348184
1493.20000000 5029.15801007    0.45176491    0.00054578   -0.00134497    1.27348253
1493.30000000 5029.20316961    0.45142584    0.00054537   -0.00134497    1.27348323
1493.40000000 5029.24829524    0.45108678    0.00054497   -0.00134498    1.27348392
1493.50000000 5029.29338697    0.45074770    0.00054456   -0.00134498    1.27348462
1493.60000000 5029.33844478    0.45040863    0.00054415   -0.00134498    1.27348531
