#       Tempo      Altitude       Vel rad     Vel theta    Vel lambda    Raio balão
1493.70000000 5029.38346869    0.45006956    0.00054374   -0.00134499    1.27348600
1493.80000000 5029.42845869    0.44973048    0.00054334   -0.00134499    1.27348669
1493.90000000 5029.47341479    0.44939141    0.00054293   -0.00134500    1.27348738
1494.00000000 5029.51833697    0.44905233    0.00054252   -0.00134500    1.27348808
1494.10000000 5029.56322525    0.44871325    0.00054211   -0.00134501    1.27348877
1494.20000000 5029.60807962    0.44837417    0.00054170   -0.00134501    1.27348946
1494.30000000 5029.65290009    0.44803509    0.00054130   -0.00134502    1.27349015
1494.40000000 5029.69768664    0.44769601    0.00054089   -0.00134502    1.27349083
1494.50000000 5029.74243929    0.44735692    0.00054048   -0.00134503    1.27349152
1494.60000000 5029.78715802    0.44701783    0.00054007   -0.00134503    1.27349221
1494.70000000 5029.83184285    0.44667875    0.00053967   -0.00134504    1.27349290
1494.80000000 5029.87649377    0.44633966    0.00053926   -0.00134504    1.27349358
1494.90000000 5029.92111078    0.44600057    0.00053885   -0.00134505    1.27349427
1495.00000000 5029.96569389    0.44566148    0.00053844   -0.00134505    1.27349496
1495.10000000 5030.01024308    0.44532238    0.00053804   -0.00134506    1.27349564
1495.20000000 5030.05475836    0.44498329    0.00053763   -0.00134506    1.27349633
1495.30000000 5030.09923974    0.44464419    0.00053722   -0.00134507    1.27349701
1495.40000000 5030.14368720    0.44430509    0.00053681   -0.00134507    1.27349769
1495.50000000 5030.18810075    0.44396600    0.00053640   -0.00134508    1.27349838
1495.60000000 5030.23248040    0.44362690    0.00053600   -0.00134508    1.27349906
1495.70000000 5030.27682613    0.44328779    0.00053559   -0.00134509    1.27349974
1495.80000000 5030.32113796    0.44294869    0.00053518   -0.00134509    1.27350042
1495.90000000 5030.36541587    0.44260959    0.00053477   -0.00134510    1.27350111
1496.00000000 5030.40965987    0.44227048    0.00053437   -0.00134510    1.27350179
1496.10000000 5030.45386996    0.44193137    0.00053396   -0.00134511    1.27350247
1496.20000000 5030.49804615    0.44159227    0.00053355   -0.00134511    1.27350315
1496.30000000 5030.54218842    0.44125316    0.00053314   -0.00134512    1.27350383
1496.40000000 5030.58629678    0.44091404    0.00053274   -0.00134512    1.27350450
1496.50000000 5030.63037123    0.44057493    0.00053233   -0.00134513    1.27350518
1496.60000000 5030.67441176    0.44023582    0.00053192   -0.00134513    1.27350586
1496.70000000 5030.71841839    0.43989670    0.00053151   -0.00134514    1.27350654
1496.80000000 5030.76239110    0.43955758    0.00053110   -0.00134514    1.27350721
1496.90000000 5030.80632991    0.43921847    0.00053070   -0.00134515    1.27350789
1497.00000000 5030.85023480    0.43887935    0.00053029   -0.00134515    1.27350856
1497.10000000 5030.89410577    0.43854023    0.00052988   -0.00134516    1.27350924
1497.20000000 5030.93794284    0.43820110    0.00052947   -0.00134516    1.27350991
1497.30000000 5030.98174599    0.43786198    0.00052907   -0.00134517    1.27351059
1497.40000000 5031.02551524    0.43752285    0.00052866   -0.00134517    1.27351126
1497.50000000 5031.06925057    0.43718373    0.00052825   -0.00134517    1.27351193
1497.60000000 5031.11295198    0.43684460    0.00052784   -0.00134518    1.27351261
1497.70000000 5031.15661948    0.43650547    0.00052744   -0.00134518    1.27351328
1497.80000000 5031.20025307    0.43616634    0.00052703   -0.00134519    1.27351395
1497.90000000 5031.24385275    0.43582721    0.00052662   -0.00134519    1.27351462
1498.00000000 5031.28741852    0.43548807    0.00052621   -0.00134520    1.27351529
1498.10000000 5031.33095036    0.43514894    0.00052580   -0.00134520    1.27351596
1498.20000000 5031.37444830    0.43480980    0.00052540   -0.00134521    1.27351663
1498.30000000 5031.41791232    0.43447066    0.00052499   -0.00134521    1.27351730
1498.40000000 5031.46134243    0.43413153    0.00052458   -0.00134522    1.27351797
1498.50000000 5031.50473863    0.43379238    0.00052417   -0.00134522    1.27351863
1498.60000000 5031.54810091    0.43345324    0.00052377   -0.00134523    1.27351930
1498.70000000 5031.59142928    0.43311410    0.00052336   -0.00134523    1.27351997
1498.80000000 5031.63472373    0.43277496    0.00052295   -0.00134524    1.27352063
1498.90000000 5031.67798427    0.43243581    0.00052254   -0.00134524    1.27352130
1499.00000000 5031.72121089    0.43209666    0.00052214   -0.00134525    1.27352196
1499.10000000 5031.76440360    0.43175751    0.00052173   -0.00134525    1.27352263
1499.20000000 5031.80756239    0.43141836    0.00052132   -0.00134526    1.27352329
1499.30000000 5031.85068727    0.43107921    0.00052091   -0.00134526    1.27352396
1499.40000000 5031.89377824    0.43074006    0.00052050   -0.00134527    1.27352462
1499.50000000 5031.93683528    0.43040091    0.00052010   -0.00134527    1.27352528
1499.60000000 5031.97985842    0.43006175    0.00051969   -0.00134527    1.27352594
1499.70000000 5032.02284763    0.42972259    0.00051928   -0.00134528    1.27352660
1499.80000000 5032.06580293    0.42938344    0.00051887   -0.00134528    1.27352726
1499.90000000 5032.10872432    0.42904428    0.00051847   -0.00134529    1.27352793
1500.00000000 5032.15161179    0.42870511    0.00051806   -0.00134529    1.27352858
1500.10000000 5032.19446534    0.42836595    0.00051765   -0.00134530    1.27352924
1500.20000000 5032.23728498    0.42802679    0.00051724   -0.00134530    1.27352990
1500.30000000 5032.28007070    0.42768762    0.00051683   -0.00134531    1.27353056
1500.40000000 5032.32282250    0.42734846    0.00051643   -0.00134531    1.27353122
1500.50000000 5032.36554039    0.42700929    0.00051602   -0.00134532    1.27353188
1500.60000000 5032.40822436    0.42667012    0.00051561   -0.00134532    1.27353253
1500.70000000 5032.45087441    0.42633095    0.00051520   -0.00134533    1.27353319
1500.80000000 5032.49349055    0.42599178    0.00051480   -0.00134533    1.27353384
1500.90000000 5032.53607277    0.42565261    0.00051439   -0.00134534    1.27353450
1501.00000000 5032.57862107    0.42531343    0.00051398   -0.00134534    1.27353515
1501.10000000 5032.62113546    0.42497426    0.00051357   -0.00134535    1.27353581
1501.20000000 5032.66361592    0.42463508    0.00051317   -0.00134535    1.27353646
1501.30000000 5032.70606247    0.42429590    0.00051276   -0.00134535    1.27353712
1501.40000000 5032.74847510    0.42395672    0.00051235   -0.00134536    1.27353777
1501.50000000 5032.79085382    0.42361754    0.00051194   -0.00134536    1.27353842
1501.60000000 5032.83319861    0.42327836    0.00051153   -0.00134537    1.27353907
1501.70000000 5032.87550949    0.42293917    0.00051113   -0.00134537    1.27353972
1501.80000000 5032.91778644    0.42259999    0.00051072   -0.00134538    1.27354037
1501.90000000 5032.96002948    0.42226080    0.00051031   -0.00134538    1.27354102
1502.00000000 5033.00223860    0.42192162    0.00050990   -0.00134539    1.27354167
1502.10000000 5033.04441381    0.42158243    0.00050950   -0.00134539    1.27354232
1502.20000000 5033.08655509    0.42124324    0.00050909   -0.00134540    1.27354297
1502.30000000 5033.12866245    0.42090404    0.00050868   -0.00134540    1.27354362
1502.40000000 5033.17073590    0.42056485    0.00050827   -0.00134541    1.27354426
1502.50000000 5033.21277542    0.42022566    0.00050786   -0.00134541    1.27354491
1502.60000000 5033.25478103    0.41988646    0.00050746   -0.00134541    1.27354556
1502.70000000 5033.29675271    0.41954726    0.00050705   -0.00134542    1.27354620
1502.80000000 5033.33869048    0.41920807    0.00050664   -0.00134542    1.27354685
1502.90000000 5033.38059433    0.41886887    0.00050623   -0.00134543    1.27354749
1503.00000000 5033.42246425    0.41852966    0.00050583   -0.00134543    1.27354814
1503.10000000 5033.46430026    0.41819046    0.00050542   -0.00134544    1.27354878
1503.20000000 5033.50610234    0.41785126    0.00050501   -0.00134544    1.27354942
1503.30000000 5033.54787051    0.41751205    0.00050460   -0.00134545    1.27355007
1503.40000000 5033.58960475    0.41717285    0.00050420   -0.00134545    1.27355071
1503.50000000 5033.63130508    0.41683364    0.00050379   -0.00134546    1.27355135
1503.60000000 5033.67297148    0.41649443    0.00050338   -0.00134546    1.27355199
1503.70000000 5033.71460396    0.41615522    0.00050297   -0.00134547    1.27355263
1503.80000000 5033.75620253    0.41581601    0.00050256   -0.00134547    1.27355327
1503.90000000 5033.79776717    0.41547680    0.00050216   -0.00134547    1.27355391
1504.00000000 5033.83929788    0.41513758    0.00050175   -0.00134548    1.27355455
1504.10000000 5033.88079468    0.41479837    0.00050134   -0.00134548    1.27355519
1504.20000000 5033.92225756    0.41445915    0.00050093   -0.00134549    1.27355583
1504.30000000 5033.96368651    0.41411993    0.00050053   -0.00134549    1.27355647
1504.40000000 5034.00508154    0.41378071    0.00050012   -0.00134550    1.27355710
1504.50000000 5034.04644265    0.41344149    0.00049971   -0.00134550    1.27355774
1504.60000000 5034.08776984    0.41310227    0.00049930   -0.00134551    1.27355837
1504.70000000 5034.12906311    0.41276305    0.00049889   -0.00134551    1.27355901
1504.80000000 5034.17032245    0.41242382    0.00049849   -0.00134552    1.27355964
1504.90000000 5034.21154787    0.41208459    0.00049808   -0.00134552    1.27356028
1505.00000000 5034.25273937    0.41174537    0.00049767   -0.00134552    1.27356091
1505.10000000 5034.29389694    0.41140614    0.00049726   -0.00134553    1.27356155
1505.20000000 5034.33502059    0.41106691    0.00049686   -0.00134553    1.27356218
1505.30000000 5034.37611032    0.41072768    0.00049645   -0.00134554    1.27356281
1505.40000000 5034.41716613    0.41038845    0.00049604   -0.00134554    1.27356344
1505.50000000 5034.45818801    0.41004921    0.00049563   -0.00134555    1.27356407
1505.60000000 5034.49917597    0.40970998    0.00049523   -0.00134555    1.27356471
1505.70000000 5034.54013000    0.40937074    0.00049482   -0.00134556    1.27356534
1505.80000000 5034.58105011    0.40903150    0.00049441   -0.00134556    1.27356596
1505.90000000 5034.62193630    0.40869226    0.00049400   -0.00134556    1.27356659
1506.00000000 5034.66278857    0.40835302    0.00049359   -0.00134557    1.27356722
1506.10000000 5034.70360691    0.40801378    0.00049319   -0.00134557    1.27356785
1506.20000000 5034.74439132    0.40767454    0.00049278   -0.00134558    1.27356848
1506.30000000 5034.78514181    0.40733529    0.00049237   -0.00134558    1.27356911
1506.40000000 5034.82585838    0.40699605    0.00049196   -0.00134559    1.27356973
1506.50000000 5034.86654102    0.40665680    0.00049156   -0.00134559    1.27357036
1506.60000000 5034.90718974    0.40631755    0.00049115   -0.00134560    1.27357098
1506.70000000 5034.94780453    0.40597831    0.00049074   -0.00134560    1.27357161
1506.80000000 5034.98838540    0.40563905    0.00049033   -0.00134561    1.27357223
1506.90000000 5035.02893234    0.40529980    0.00048992   -0.00134561    1.27357286
1507.00000000 5035.06944536    0.40496055    0.00048952   -0.00134561    1.27357348
1507.10000000 5035.10992445    0.40462130    0.00048911   -0.00134562    1.27357410
1507.20000000 5035.15036962    0.40428204    0.00048870   -0.00134562    1.27357473
1507.30000000 5035.19078086    0.40394278    0.00048829   -0.00134563    1.27357535
1507.40000000 5035.23115818    0.40360352    0.00048789   -0.00134563    1.27357597
1507.50000000 5035.27150157    0.40326426    0.00048748   -0.00134564    1.27357659
1507.60000000 5035.31181103    0.40292500    0.00048707   -0.00134564    1.27357721
1507.70000000 5035.35208657    0.40258574    0.00048666   -0.00134565    1.27357783
1507.80000000 5035.39232818    0.40224648    0.00048625   -0.00134565    1.27357845
1507.90000000 5035.43253586    0.40190721    0.00048585   -0.00134565    1.27357907
1508.00000000 5035.47270962    0.40156795    0.00048544   -0.00134566    1.27357969
1508.10000000 5035.51284945    0.40122868    0.00048503   -0.00134566    1.27358030
1508.20000000 5035.55295536    0.40088941    0.00048462   -0.00134567    1.27358092
1508.30000000 5035.59302733    0.40055014    0.00048422   -0.00134567    1.27358154
1508.40000000 5035.63306538    0.40021087    0.00048381   -0.00134568    1.27358215
1508.50000000 5035.67306951    0.39987160    0.00048340   -0.00134568    1.27358277
1508.60000000 5035.71303970    0.39953233    0.00048299   -0.00134568    1.27358338
1508.70000000 5035.75297597    0.39919305    0.00048258   -0.00134569    1.27358400
1508.80000000 5035.79287831    0.39885378    0.00048218   -0.00134569    1.27358461
1508.90000000 5035.83274673    0.39851450    0.00048177   -0.00134570    1.27358523
1509.00000000 5035.87258121    0.39817522    0.00048136   -0.00134570    1.27358584
1509.10000000 5035.91238177    0.39783594    0.00048095   -0.00134571    1.27358645
1509.20000000 5035.95214840    0.39749666    0.00048055   -0.00134571    1.27358706
1509.30000000 5035.99188110    0.39715738    0.00048014   -0.00134572    1.27358767
1509.40000000 5036.03157987    0.39681809    0.00047973   -0.00134572    1.27358829
1509.50000000 5036.07124472    0.39647881    0.00047932   -0.00134572    1.27358890
1509.60000000 5036.11087564    0.39613952    0.00047892   -0.00134573    1.27358951
1509.70000000 5036.15047262    0.39580023    0.00047851   -0.00134573    1.27359012
1509.80000000 5036.19003568    0.39546095    0.00047810   -0.00134574    1.27359072
1509.90000000 5036.22956481    0.39512166    0.00047769   -0.00134574    1.27359133
1510.00000000 5036.26906001    0.39478236    0.00047728   -0.00134575    1.27359194
1510.10000000 5036.30852128    0.39444307    0.00047688   -0.00134575    1.27359255
1510.20000000 5036.34794863    0.39410378    0.00047647   -0.00134575    1.27359315
1510.30000000 5036.38734204    0.39376448    0.00047606   -0.00134576    1.27359376
1510.40000000 5036.42670152    0.39342519    0.00047565   -0.00134576    1.27359437
1510.50000000 5036.46602708    0.39308589    0.00047525   -0.00134577    1.27359497
1510.60000000 5036.50531870    0.39274659    0.00047484   -0.00134577    1.27359558
1510.70000000 5036.54457639    0.39240729    0.00047443   -0.00134578    1.27359618
1510.80000000 5036.58380016    0.39206799    0.00047402   -0.00134578    1.27359678
