#       Tempo      Altitude    Velocidade         Massa        Pressão            P_h        Raio_b
3020.00000002 17496.30638632    4.00794768    6.27302649 9403.23225409 11273.91627760    2.22045785
3030.00000002 17536.14376918    3.95943471    6.27302649 9344.64921384 11234.12509170    2.22312744
3040.00000002 17575.49320189    3.91035825    6.27302649 9287.14273340 11195.14460576    2.22575598
3050.00000002 17614.34906796    3.86072202    6.27302649 9230.70550856 11156.96638017    2.22834340
3060.00000002 17652.70578896    3.81052991    6.27302649 9175.33032313 11119.58211981    2.23088960
3070.00000002 17690.55782650    3.75978603    6.27302649 9121.01005030 11082.98367412    2.23339451
3080.00000002 17727.89968412    3.70849465    6.27302649 9067.73765398 11047.16303719    2.23585806
3090.00000002 17764.72590913    3.65666027    6.27302649 9015.50619033 11012.11234774    2.23828019
3100.00000002 17801.03109461    3.60428754    6.27302649 8964.30880894 10977.82388920    2.24066083
3110.00000002 17836.80988130    3.55138133    6.27302649 8914.13875426 10944.29008968    2.24299992
3120.00000002 17872.05695951    3.49794670    6.27302649 8864.98936681 10911.50352197    2.24529742
3130.00000002 17906.76707097    3.44398888    6.27302649 8816.85408458 10879.45690352    2.24755328
3140.00000002 17940.93501080    3.38951330    6.27302649 8769.72644417 10848.14309639    2.24976745
3150.00000002 17974.55562946    3.33452559    6.27302649 8723.60008201 10817.55510716    2.25193989
3160.00000002 18007.62383454    3.27903157    6.27302649 8678.46873562 10787.68608687    2.25407058
3170.00000002 18040.13459270    3.22303722    6.27302649 8634.32624472 10758.52933089    2.25615946
3180.00000002 18072.08293155    3.16654875    6.27302649 8591.16655248 10730.07827881    2.25820653
3190.00000002 18103.46394155    3.10957253    6.27302649 8548.98370647 10702.32651428    2.26021175
3200.00000002 18134.27277782    3.05211512    6.27302649 8507.77185992 10675.26776486    2.26217510
3210.00000002 18164.50466203    2.99418326    6.27302649 8467.52527272 10648.89590180    2.26409656
3220.00000002 18194.15488424    2.93578389    6.27302649 8428.23831244 10623.20493985    2.26597612
3230.00000002 18223.21880473    2.87692411    6.27302649 8389.90545538 10598.18903701    2.26781377
3240.00000002 18251.69185576    2.81761123    6.27302649 8352.52128762 10573.84249429    2.26960949
3250.00000002 18279.56954345    2.75785270    6.27302649 8316.08050586 10550.15975539    2.27136328
3260.00000002 18306.84744948    2.69765619    6.27302649 8280.57791848 10527.13540639    2.27307514
3270.00000002 18333.52123293    2.63702950    6.27302649 8246.00844638 10504.76417541    2.27474505
3280.00000003 18359.58663193    2.57598064    6.27302649 8212.36712397 10483.04093222    2.27637302
3290.00000003 18385.03946542    2.51451778    6.27302649 8179.64909996 10461.96068776    2.27795906
3300.00000003 18409.87563490    2.45264924    6.27302649 8147.84963818 10441.51859371    2.27950316
3310.00000003 18434.09112600    2.39038353    6.27302649 8116.96411850 10421.70994191    2.28100533
3320.00000003 18457.68201018    2.32772931    6.27302649 8086.98803758 10402.53016375    2.28246558
3330.00000003 18480.64444633    2.26469541    6.27302649 8057.91700969 10383.97482950    2.28388391
3340.00000003 18502.97468245    2.20129081    6.27302649 8029.74676731 10366.03964750    2.28526033
3350.00000003 18524.66905705    2.13752465    6.27302649 8002.47316204 10348.72046324    2.28659486
3360.00000003 18545.72400086    2.07340621    6.27302649 7976.09216520 10332.01325835    2.28788751
3370.00000003 18566.13603820    2.00894494    6.27302649 7950.59986854 10315.91414940    2.28913828
3380.00000003 18585.90178850    1.94415041    6.27302649 7925.99248491 10300.41938647    2.29034720
3390.00000003 18605.01796777    1.87903236    6.27302649 7902.26634887 10285.52535150    2.29151427
3400.00000003 18623.48138996    1.81360065    6.27302649 7879.41791729 10271.22855638    2.29263952
3410.00000003 18641.28896831    1.74786527    6.27302649 7857.44377002 10257.52564064    2.29372295
3420.00000003 18658.43771674    1.68183636    6.27302649 7836.34061036 10244.41336870    2.29476459
3430.00000003 18674.92475110    1.61552418    6.27302649 7816.10526565 10231.88862659    2.29576444
3440.00000003 18690.74729042    1.54893910    6.27302649 7796.73468781 10219.94841799    2.29672253
3450.00000003 18705.90265818    1.48209162    6.27302649 7778.22595379 10208.58985942    2.29763887
3460.00000003 18720.38828342    1.41499237    6.27302649 7760.57626606 10197.81017436    2.29851348
3470.00000003 18734.20170191    1.34765207    6.27302649 7743.78295314 10187.60668608    2.29934637
3480.00000003 18747.34055718    1.28008155    6.27302649 7727.84346994 10177.97680869    2.30013757
3490.00000003 18759.80260171    1.21229174    6.27302649 7712.75539818 10168.91803604    2.30088708
3500.00000003 18771.58569778    1.14429370    6.27302649 7698.51644685 10160.42792780    2.30159493
3510.00000003 18782.68781850    1.07609854    6.27302649 7685.12445248 10152.50409183    2.30226112
3520.00000003 18793.10704878    1.00771749    6.27302649 7672.57737953 10145.14416156    2.30288569
3530.00000003 18802.84158613    0.93916185    6.27302649 7660.87332067 10138.34576691    2.30346863
3540.00000003 18811.88974155    0.87044300    6.27302649 7650.01049711 10132.10649611    2.30400996
3550.00000003 18820.24994030    0.80157243    6.27302649 7639.98725877 10126.42384511    2.30450971
3560.00000003 18827.92072263    0.73256165    6.27302649 7630.80208465 10121.29514947    2.30496787
3570.00000003 18834.90074460    0.66342229    6.27302649 7622.45358281 10116.71749060    2.30538447
3580.00000003 18841.18877867    0.59416602    6.27302649 7614.94049070 10112.68756421    2.30575952
3590.00000003 18846.78371436    0.52480458    6.27302649 7608.26167517 10109.20149019    2.30609302
3600.00000003 18851.68455889    0.45534976    6.27302649 7602.41613260 10106.25452867    2.30638499
3610.00000003 18855.89043785    0.38581344    6.27302649 7597.40298879 10103.84063735    2.30663544
3620.00000003 18859.40059569    0.31620753    6.27302649 7593.22149898 10101.95174163    2.30684437
3630.00000003 18862.21439639    0.24654401    6.27302649 7589.87104766 10100.57643612    2.30701179
3640.00000003 18864.33132395    0.17683492    6.27302649 7587.35114842 10099.69740437    2.30713772
3650.00000003 18865.75098306    0.10709234    6.27302649 7585.66144356 10099.28529504    2.30722215
3660.00000003 18866.47309961    0.03732842    6.27302649 7584.80170377 10099.27799943    2.30726509
