    Raio_b        Beta
   1.40070159 13326300.75664087
   1.40092410 13324083.92055235
   1.40114667 13321873.87214182
   1.40136930 13319670.60381085
   1.40159198 13317474.10796643
   1.40181473 13315284.37702156
   1.40203753 13313101.40339513
   1.40226040 13310925.17951188
   1.40248332 13308755.69780242
   1.40270631 13306592.95070327
   1.40292935 13304436.93065671
   1.40315245 13302287.63011129
   1.40337561 13300145.04152067
   1.40359883 13298009.15734499
   1.40382211 13295879.97005001
   1.40404544 13293757.47210744
   1.40426884 13291641.65599452
   1.40449230 13289532.51419478
   1.40471581 13287430.03919737
   1.40493939 13285334.22349718
   1.40516302 13283245.05959512
   1.40538672 13281162.53999781
   1.40561047 13279086.65721766
   1.40583429 13277017.40377300
   1.40605816 13274954.77218792
   1.40628209 13272898.75499238
   1.40650608 13270849.34472198
   1.40673013 13268806.53391830
   1.40695424 13266770.31512871
   1.40717841 13264740.68090622
   1.40740264 13262717.62380987
   1.40762693 13260701.13640425
   1.40785128 13258691.21125979
   1.40807569 13256687.84095305
   1.40830016 13254691.01806575
   1.40852469 13252700.73518588
   1.40874928 13250716.98490693
   1.40897392 13248739.75982840
   1.40919863 13246769.05255528
   1.40942340 13244804.85569848
   1.40964823 13242847.16187475
   1.40987311 13240895.96370638
   1.41009806 13238951.25382150
   1.41032307 13237013.02485404
   1.41054813 13235081.26944362
   1.41077326 13233155.98023567
   1.41099845 13231237.14988123
   1.41122369 13229324.77103723
   1.41144900 13227418.83636599
   1.41167436 13225519.33853611
   1.41189979 13223626.27022143
   1.41212528 13221739.62410174
   1.41235082 13219859.39286243
   1.41257643 13217985.56919474
   1.41280210 13216118.14579535
   1.41302782 13214257.11536722
   1.41325361 13212402.47061822
   1.41347946 13210554.20426245
   1.41370537 13208712.30901951
   1.41393133 13206876.77761487
   1.41415736 13205047.60277941
   1.41438345 13203224.77725005
   1.41460960 13201408.29376882
   1.41483581 13199598.14508413
   1.41506207 13197794.32394956
   1.41528840 13195996.82312457
   1.41551479 13194205.63537416
   1.41574124 13192420.75346904
   1.41596775 13190642.17018571
   1.41619432 13188869.87830616
   1.41642096 13187103.87061798
   1.41664765 13185344.13991462
   1.41687440 13183590.67899497
   1.41710121 13181843.48066377
   1.41732809 13180102.53773108
   1.41755502 13178367.84301303
   1.41778201 13176639.38933081
   1.41800907 13174917.16951191
   1.41823619 13173201.17638886
   1.41846336 13171491.40280012
   1.41869060 13169787.84158961
   1.41891790 13168090.48560699
   1.41914525 13166399.32770744
   1.41937267 13164714.36075182
   1.41960015 13163035.57760656
   1.41982769 13161362.97114357
   1.42005530 13159696.53424056
   1.42028296 13158036.25978065
   1.42051068 13156382.14065264
   1.42073846 13154734.16975091
   1.42096631 13153092.33997542
   1.42119422 13151456.64423163
   1.42142218 13149827.07543070
   1.42165021 13148203.62648928
   1.42187830 13146586.29032954
   1.42210645 13144975.05987926
   1.42233466 13143369.92807193
   1.42256293 13141770.88784630
   1.42279126 13140177.93214672
   1.42301966 13138591.05392371
   1.42324811 13137010.24613223
   1.42347663 13135435.50173362
   1.42370520 13133866.81369448
   1.42393384 13132304.17498699
   1.42416254 13130747.57858872
   1.42439130 13129197.01748309
   1.42462012 13127652.48465866
   1.42484901 13126113.97310986
   1.42507795 13124581.47583619
   1.42530696 13123054.98584318
   1.42553602 13121534.49614161
   1.42576515 13120019.99974767
   1.42599434 13118511.48968327
   1.42622359 13117008.95897568
   1.42645290 13115512.40065769
   1.42668228 13114021.80776764
   1.42691171 13112537.17334925
   1.42714121 13111058.49045182
   1.42737077 13109585.75213016
   1.42760039 13108118.95144419
   1.42783007 13106658.08146033
   1.42805981 13105203.13524892
   1.42828962 13103754.10588711
   1.42851948 13102310.98645681
   1.42874941 13100873.77004575
   1.42897940 13099442.44974682
   1.42920945 13098017.01865854
   1.42943956 13096597.46988485
   1.42966973 13095183.79653511
   1.42989997 13093775.99172426
   1.43013027 13092374.04857239
   1.43036063 13090977.96020534
   1.43059105 13089587.71975413
   1.43082153 13088203.32035544
   1.43105208 13086824.75515124
   1.43128268 13085452.01728890
   1.43151335 13084085.09992126
   1.43174408 13082723.99620659
   1.43197487 13081368.69930858
   1.43220573 13080019.20239634
   1.43243665 13078675.49864419
   1.43266762 13077337.58123197
   1.43289866 13076005.44334554
   1.43312977 13074679.07817492
   1.43336093 13073358.47891650
   1.43359216 13072043.63877159
   1.43382345 13070734.55094715
   1.43405480 13069431.20865542
   1.43428621 13068133.60511389
   1.43451768 13066841.73354570
   1.43474922 13065555.58717911
   1.43498082 13064275.15924788
   1.43521248 13063000.44299119
   1.43544421 13061731.43165326
   1.43567599 13060468.11848402
   1.43590784 13059210.49673875
   1.43613975 13057958.55967789
   1.43637172 13056712.30056729
   1.43660376 13055471.71267817
   1.43683586 13054236.78928706
   1.43706802 13053007.52367591
   1.43730024 13051783.90913198
   1.43753252 13050565.93894768
   1.43776487 13049353.60642087
   1.43799728 13048146.90485524
   1.43822975 13046945.82755874
   1.43846229 13045750.36784560
   1.43869489 13044560.51903464
   1.43892755 13043376.27445064
   1.43916027 13042197.62742330
   1.43939306 13041024.57128765
   1.43962590 13039857.09938415
   1.43985881 13038695.20505847
   1.44009179 13037538.88166159
   1.44032482 13036388.12254981
   1.44055792 13035242.92108459
   1.44079108 13034103.27063298
   1.44102431 13032969.16456689
   1.44125760 13031840.59626386
   1.44149095 13030717.55910649
   1.44172436 13029600.04648282
   1.44195784 13028488.05178598
   1.44219137 13027381.56841455
   1.44242498 13026280.58977215
   1.44265864 13025185.10926787
   1.44289237 13024095.12031582
   1.44312616 13023010.61633587
   1.44336001 13021931.59075242
   1.44359393 13020858.03699555
   1.44382791 13019789.94850058
   1.44406195 13018727.31870791
   1.44429606 13017670.14106325
   1.44453023 13016618.40901760
   1.44476446 13015572.11602709
   1.44499875 13014531.25555312
   1.44523311 13013495.82106233
   1.44546753 13012465.80602644
   1.44570202 13011441.20392266
   1.44593657 13010422.00823324
   1.44617118 13009408.21244536
   1.44640585 13008399.81005204
   1.44664059 13007396.79455091
   1.44687539 13006399.15944516
   1.44711026 13005406.89824311
   1.44734518 13004420.00445808
   1.44758018 13003438.47160876
   1.44781523 13002462.29321893
   1.44805035 13001491.46281751
   1.44828553 13000525.97393912
   1.44852078 12999565.82012263
   1.44875609 12998610.99491276
   1.44899146 12997661.49185918
   1.44922689 12996717.30451685
   1.44946239 12995778.42644551
   1.44969796 12994844.85121062
   1.44993358 12993916.57238242
   1.45016927 12992993.58353644
   1.45040503 12992075.87825325
   1.45064085 12991163.45011865
   1.45087673 12990256.29272359
   1.45111267 12989354.39966412
   1.45134868 12988457.76454136
   1.45158476 12987566.38096171
   1.45182089 12986680.24253665
   1.45205709 12985799.34288268
   1.45229336 12984923.67562156
   1.45252969 12984053.23438006
   1.45276608 12983188.01279016
   1.45300254 12982328.00448888
   1.45323906 12981473.20311828
   1.45347564 12980623.60232590
   1.45371229 12979779.19576387
   1.45394900 12978939.97708962
   1.45418578 12978105.93996584
   1.45442262 12977277.07806019
   1.45465952 12976453.38504534
   1.45489649 12975634.85459909
   1.45513352 12974821.48040444
   1.45537062 12974013.25614924
   1.45560778 12973210.17552673
   1.45584501 12972412.23223488
   1.45608230 12971619.41997699
   1.45631965 12970831.73246138
   1.45655707 12970049.16340122
   1.45679455 12969271.70651513
   1.45703210 12968499.35552625
   1.45726971 12967732.10416338
   1.45750739 12966969.94615993
   1.45774512 12966212.87525457
   1.45798293 12965460.88519090
   1.45822080 12964713.96971761
   1.45845873 12963972.12258832
   1.45869673 12963235.33756216
   1.45893479 12962503.60840254
   1.45917292 12961776.92887835
   1.45941111 12961055.29276356
   1.45964937 12960338.69383690
   1.45988769 12959627.12588227
   1.46012607 12958920.58268872
   1.46036452 12958219.05804986
   1.46060304 12957522.54576485
   1.46084161 12956831.03963748
   1.46108026 12956144.53347682
   1.46131897 12955463.02109660
   1.46155774 12954786.49631593
   1.46179658 12954114.95295849
   1.46203548 12953448.38485337
   1.46227445 12952786.78583433
   1.46251348 12952130.14974034
   1.46275258 12951478.47041515
   1.46299174 12950831.74170764
   1.46323097 12950189.95747153
   1.46347026 12949553.11156568
   1.46370962 12948921.19785366
   1.46394904 12948294.21020443
   1.46418853 12947672.14249143
   1.46442808 12947054.98859333
   1.46466770 12946442.74239365
   1.46490738 12945835.39778095
   1.46514713 12945232.94864867
   1.46538694 12944635.38889519
   1.46562682 12944042.71242390
   1.46586676 12943454.91314310
   1.46610677 12942871.98496598
   1.46634685 12942293.92181072
   1.46658698 12941720.71760028
   1.46682719 12941152.36626280
   1.46706746 12940588.86173115
   1.46730779 12940030.19794319
   1.46754819 12939476.36884168
   1.46778866 12938927.36837434
   1.46802919 12938383.19049352
   1.46826979 12937843.82915696
   1.46851045 12937309.27832699
   1.46875118 12936779.53197086
   1.46899197 12936254.58406065
   1.46923283 12935734.42857383
   1.46947375 12935219.05949201
   1.46971474 12934708.47080208
   1.46995579 12934202.65649591
   1.47019692 12933701.61057001
   1.47043810 12933205.32702599
   1.47067935 12932713.79987011
   1.47092067 12932227.02311372
   1.47116205 12931744.99077278
   1.47140350 12931267.69686843
   1.47164502 12930795.13542646
   1.47188660 12930327.30047757
   1.47212824 12929864.18605730
   1.47236996 12929405.78620603
   1.47261173 12928952.09496907
   1.47285358 12928503.10639651
   1.47309549 12928058.81454332
   1.47333746 12927619.21346924
   1.47357951 12927184.29723892
   1.47382161 12926754.05992180
   1.47406379 12926328.49559203
   1.47430603 12925907.59832931
   1.47454833 12925491.36221674
   1.47479070 12925079.78134360
   1.47503314 12924672.84980343
   1.47527565 12924270.56169447
   1.47551822 12923872.91112001
   1.47576085 12923479.89218808
   1.47600355 12923091.49901151
   1.47624632 12922707.72570788
   1.47648916 12922328.56639959
   1.47673206 12921954.01521392
   1.47697503 12921584.06628285
   1.47721806 12921218.71374316
   1.47746116 12920857.95173653
   1.47770433 12920501.77440922
   1.47794756 12920150.17591249
   1.47819086 12919803.15040215
   1.47843422 12919460.69203903
   1.47867766 12919122.79498854
   1.47892115 12918789.45342097
   1.47916472 12918460.66151115
   1.47940835 12918136.41343896
   1.47965205 12917816.70338924
   1.47989581 12917501.52555087
   1.48013964 12917190.87411802
   1.48038354 12916884.74328947
   1.48062751 12916583.12726884
   1.48087154 12916286.02026437
   1.48111563 12915993.41648901
   1.48135980 12915705.31016056
   1.48160403 12915421.69550160
   1.48184833 12915142.56673918
   1.48209269 12914867.91810555
   1.48233712 12914597.74383697
   1.48258162 12914332.03817515
   1.48282619 12914070.79536617
   1.48307082 12913814.00966080
   1.48331552 12913561.67531464
   1.48356028 12913313.78658789
   1.48380512 12913070.33774558
   1.48405002 12912831.32305734
   1.48429498 12912596.73679754
   1.48454002 12912366.57324524
   1.48478512 12912140.82668410
   1.48503029 12911919.49140300
   1.48527552 12911702.56169464
   1.48552082 12911490.03185709
   1.48576619 12911281.89619255
   1.48601163 12911078.14900849
   1.48625713 12910878.78461669
   1.48650270 12910683.79733383
   1.48674834 12910493.18148088
   1.48699405 12910306.93138387
   1.48723982 12910125.04137328
   1.48748566 12909947.50578432
   1.48773157 12909774.31895692
   1.48797754 12909605.47523550
   1.48822359 12909440.96896928
   1.48846969 12909280.79451209
   1.48871587 12909124.94622233
   1.48896212 12908973.41846311
   1.48920843 12908826.20560228
   1.48945481 12908683.30201208
   1.48970125 12908544.70206964
   1.48994777 12908410.40015664
   1.49019435 12908280.39065885
   1.49044100 12908154.66796810
   1.49068772 12908033.22647918
   1.49093450 12907916.06059249
   1.49118136 12907803.16471269
   1.49142828 12907694.53324922
   1.49167526 12907590.16061609
   1.49192232 12907490.04123177
   1.49216944 12907394.16951948
   1.49241664 12907302.53990712
   1.49266389 12907215.14682689
   1.49291122 12907131.98471595
   1.49315862 12907053.04801573
   1.49340608 12906978.33117258
   1.49365361 12906907.82863689
   1.49390121 12906841.53486431
   1.49414888 12906779.44431464
   1.49439661 12906721.55145244
   1.49464441 12906667.85074664
   1.49489229 12906618.33667097
   1.49514022 12906573.00370353
   1.49538823 12906531.84632722
   1.49563631 12906494.85902906
   1.49588445 12906462.03630148
   1.49613266 12906433.37264045
   1.49638094 12906408.86254704
   1.49662929 12906388.50052690
   1.49687771 12906372.28109008
   1.49712619 12906360.19875117
   1.49737474 12906352.24802930
   1.49762336 12906348.42344826
   1.49787205 12906348.71953632
   1.49812081 12906353.13082618
   1.49836964 12906361.65185516
   1.49861853 12906374.27716511
   1.49886749 12906391.00130238
   1.49911653 12906411.81881782
   1.49936563 12906436.72426684
   1.49961480 12906465.71220937
   1.49986403 12906498.77720973
   1.50011334 12906535.91383698
   1.50036271 12906577.11666439
   1.50061216 12906622.38027001
   1.50086167 12906671.69923629
   1.50111125 12906725.06814998
   1.50136090 12906782.48160271
   1.50161061 12906843.93419030
   1.50186040 12906909.42051309
   1.50211026 12906978.93517605
   1.50236018 12907052.47278853
   1.50261017 12907130.02796427
   1.50286023 12907211.59532170
   1.50311036 12907297.16948363
   1.50336056 12907386.74507716
   1.50361083 12907480.31673423
   1.50386117 12907577.87909084
   1.50411158 12907679.42678776
   1.50436205 12907784.95447007
   1.50461260 12907894.45678731
   1.50486321 12908007.92839359
   1.50511389 12908125.36394719
   1.50536464 12908246.75811120
   1.50561546 12908372.10555284
   1.50586635 12908501.40094403
   1.50611731 12908634.63896095
   1.50636834 12908771.81428423
   1.50661944 12908912.92159887
   1.50687061 12909057.95559483
   1.50712184 12909206.91096566
   1.50737315 12909359.78240982
   1.50762452 12909516.56463009
   1.50787597 12909677.25233378
   1.50812748 12909841.84023261
   1.50837906 12910010.32304219
   1.50863071 12910182.69548339
   1.50888244 12910358.95228094
   1.50913423 12910539.08816408
   1.50938609 12910723.09786647
   1.50963802 12910910.97612624
   1.50989002 12911102.71768564
   1.51014209 12911298.31729173
   1.51039423 12911497.76969559
   1.51064643 12911701.06965287
   1.51089871 12911908.21192361
   1.51115106 12912119.19127212
   1.51140348 12912334.00246721
   1.51165596 12912552.64028196
   1.51190852 12912775.09949381
   1.51216115 12913001.37488473
   1.51241385 12913231.46124098
   1.51266661 12913465.35335293
   1.51291945 12913703.04601577
   1.51317235 12913944.53402864
   1.51342533 12914189.81219534
   1.51367838 12914438.87532368
   1.51393149 12914691.71822627
   1.51418468 12914948.33571957
   1.51443794 12915208.72262477
   1.51469126 12915472.87376722
   1.51494466 12915740.78397658
   1.51519812 12916012.44808700
   1.51545166 12916287.86093681
   1.51570527 12916567.01736865
   1.51595894 12916849.91222969
   1.51621269 12917136.54037123
   1.51646651 12917426.89664899
   1.51672040 12917720.97592271
   1.51697435 12918018.77305699
   1.51722838 12918320.28292039
   1.51748248 12918625.50038574
   1.51773665 12918934.42033014
   1.51799089 12919247.03763566
   1.51824520 12919563.34718758
   1.51849958 12919883.34387617
   1.51875403 12920207.02259596
   1.51900855 12920534.37824551
   1.51926314 12920865.40572792
   1.51951780 12921200.09995040
   1.51977253 12921538.45582470
   1.52002734 12921880.46826624
   1.52028221 12922226.13219558
   1.52053715 12922575.44253688
   1.52079217 12922928.39421892
   1.52104725 12923284.98217453
   1.52130241 12923645.20134095
   1.52155764 12924009.04665967
   1.52181294 12924376.51307629
   1.52206830 12924747.59554089
   1.52232374 12925122.28900769
   1.52257925 12925500.58843513
   1.52283484 12925882.48878589
   1.52309049 12926267.98502686
   1.52334621 12926657.07212987
   1.52360200 12927049.74506947
   1.52385787 12927445.99882586
   1.52411381 12927845.82838290
   1.52436981 12928249.22872870
   1.52462589 12928656.19485561
   1.52488204 12929066.72176039
   1.52513826 12929480.80444364
   1.52539455 12929898.43791058
   1.52565091 12930319.61717039
   1.52590735 12930744.33723667
   1.52616385 12931172.59312695
   1.52642043 12931604.37986326
   1.52667707 12932039.69247158
   1.52693379 12932478.52598235
   1.52719058 12932920.87543001
   1.52744744 12933366.73585326
   1.52770438 12933816.10229501
   1.52796138 12934268.96980250
   1.52821846 12934725.33342668
   1.52847560 12935185.18822328
   1.52873282 12935648.52925178
   1.52899011 12936115.35157640
   1.52924747 12936585.65026469
   1.52950491 12937059.42038908
   1.52976241 12937536.65702580
   1.53001999 12938017.35525542
   1.53027763 12938501.51016274
   1.53053535 12938989.11683644
   1.53079314 12939480.17036970
   1.53105101 12939974.66585963
   1.53130894 12940472.59840748
   1.53156695 12940973.96311897
   1.53182503 12941478.75510339
   1.53208318 12941986.96947483
   1.53234140 12942498.60135108
   1.53259969 12943013.64585424
   1.53285806 12943532.09811049
   1.53311649 12944053.95325021
   1.53337500 12944579.20640790
   1.53363358 12945107.85272211
   1.53389224 12945639.88733560
   1.53415096 12946175.30539523
   1.53440976 12946714.10205184
   1.53466863 12947256.27246101
   1.53492757 12947801.81178146
   1.53518658 12948350.71517685
   1.53544567 12948902.97781419
   1.53570483 12949458.59486550
   1.53596406 12950017.56150623
   1.53622336 12950579.87291623
   1.53648274 12951145.52427928
   1.53674218 12951714.51078332
   1.53700170 12952286.82762051
   1.53726129 12952862.46998701
   1.53752096 12953441.43308293
   1.53778069 12954023.71211272
   1.53804050 12954609.30228466
   1.53830038 12955198.19881142
   1.53856034 12955790.39690943
   1.53882037 12956385.89179941
   1.53908046 12956984.67870599
   1.53934064 12957586.75285806
   1.53960088 12958192.10948849
   1.53986120 12958800.74383418
   1.54012159 12959412.65113584
   1.54038205 12960027.82663894
   1.54064258 12960646.26559213
   1.54090319 12961267.96324928
   1.54116387 12961892.91486689
   1.54142462 12962521.11570650
   1.54168545 12963152.56103339
   1.54194635 12963787.24611687
   1.54220732 12964425.16623026
   1.54246836 12965066.31665115
   1.54272948 12965710.69266093
   1.54299067 12966358.28954497
   1.54325193 12967009.10259302
   1.54351327 12967663.12709848
   1.54377468 12968320.35835876
   1.54403616 12968980.79167577
   1.54429771 12969644.42235486
   1.54455934 12970311.24570583
   1.54482104 12970981.25704226
   1.54508282 12971654.45168179
   1.54534467 12972330.82494606
   1.54560659 12973010.37216071
   1.54586858 12973693.08865549
   1.54613065 12974378.96976403
   1.54639279 12975068.01082380
   1.54665500 12975760.20717694
   1.54691729 12976455.55416874
   1.54717965 12977154.04714872
   1.54744209 12977855.68147076
   1.54770459 12978560.45249237
   1.54796717 12979268.35557517
   1.54822983 12979979.38608469
   1.54849256 12980693.53939053
   1.54875536 12981410.81086612
   1.54901823 12982131.19588899
   1.54928118 12982854.68984061
   1.54954420 12983581.28810638
   1.54980730 12984310.98607571
   1.55007047 12985043.77914188
   1.55033371 12985779.66270232
   1.55059703 12986518.63215809
   1.55086042 12987260.68291455
   1.55112389 12988005.81038070
   1.55138742 12988754.00996982
   1.55165104 12989505.27709885
   1.55191472 12990259.60718890
   1.55217848 12991016.99566438
   1.55244232 12991777.43795496
   1.55270622 12992540.92949291
   1.55297021 12993307.46571508
   1.55323426 12994077.04206207
   1.55349839 12994849.65397851
   1.55376259 12995625.29691287
   1.55402687 12996403.96631753
   1.55429122 12997185.65764888
   1.55455565 12997970.36636714
   1.55482015 12998758.08793654
   1.55508473 12999548.81782501
   1.55534937 13000342.55150465
   1.55561410 13001139.28445139
   1.55587889 13001939.01214474
   1.55614377 13002741.73006860
   1.55640871 13003547.43371058
   1.55667373 13004356.11856197
   1.55693883 13005167.78011833
   1.55720400 13005982.41387877
   1.55746924 13006800.01534645
   1.55773456 13007620.58002839
   1.55799995 13008444.10343536
   1.55826542 13009270.58108257
   1.55853096 13010100.00848821
   1.55879657 13010932.38117498
   1.55906227 13011767.69466930
   1.55932803 13012605.94450124
   1.55959387 13013447.12620512
   1.55985979 13014291.23531895
   1.56012577 13015138.26738436
   1.56039184 13015988.21794725
   1.56065798 13016841.08255713
   1.56092419 13017696.85676734
   1.56119048 13018555.53613519
   1.56145684 13019417.11622178
   1.56172328 13020281.59259201
   1.56198980 13021148.96081467
   1.56225638 13022019.21646251
   1.56252305 13022892.35511178
   1.56278978 13023768.37234297
   1.56305660 13024647.26374004
   1.56332349 13025529.02489105
   1.56359045 13026413.65138772
   1.56385749 13027301.13882572
   1.56412460 13028191.48280442
   1.56439179 13029084.67892709
   1.56465905 13029980.72280074
   1.56492639 13030879.61003619
   1.56519381 13031781.33624822
   1.56546130 13032685.89705525
   1.56572886 13033593.28807958
   1.56599650 13034503.50494726
   1.56626422 13035416.54328827
   1.56653201 13036332.39873628
   1.56679987 13037251.06692868
   1.56706782 13038172.54350674
   1.56733583 13039096.82411564
   1.56760393 13040023.90440428
   1.56787209 13040953.78002493
   1.56814034 13041886.44663430
   1.56840866 13042821.89989249
   1.56867705 13043760.13546367
   1.56894552 13044701.14901531
   1.56921407 13045644.93621902
   1.56948269 13046591.49275011
   1.56975139 13047540.81428761
   1.57002016 13048492.89651428
   1.57028901 13049447.73511668
   1.57055794 13050405.32578528
   1.57082694 13051365.66421406
   1.57109602 13052328.74610075
   1.57136517 13053294.56714732
   1.57163440 13054263.12305856
   1.57190370 13055234.40954397
   1.57217308 13056208.42231625
   1.57244254 13057185.15709194
   1.57271207 13058164.60959137
   1.57298168 13059146.77553858
   1.57325137 13060131.65066131
   1.57352113 13061119.23069107
   1.57379096 13062109.51136319
   1.57406088 13063102.48841637
   1.57433087 13064098.15759363
   1.57460093 13065096.51464119
   1.57487107 13066097.55530908
   1.57514129 13067101.27535123
   1.57541159 13068107.67052518
   1.57568196 13069116.73659231
   1.57595241 13070128.46931725
   1.57622293 13071142.86446893
   1.57649353 13072159.91781960
   1.57676421 13073179.62514538
   1.57703496 13074201.98222598
   1.57730579 13075226.98484506
   1.57757670 13076254.62878951
   1.57784768 13077284.90985028
   1.57811874 13078317.82382193
   1.57838987 13079353.36650259
   1.57866109 13080391.53369417
   1.57893238 13081432.32120228
   1.57920374 13082475.72483620
   1.57947519 13083521.74040877
   1.57974671 13084570.36373665
   1.58001830 13085621.59064007
   1.58028998 13086675.41694299
   1.58056173 13087731.83847299
   1.58083355 13088790.85106141
   1.58110546 13089852.45054302
   1.58137744 13090916.63275650
   1.58164950 13091983.39354411
   1.58192163 13093052.72875158
   1.58219384 13094124.63422859
   1.58246613 13095199.10582832
   1.58273850 13096276.13940748
   1.58301094 13097355.73082654
   1.58328346 13098437.87594984
   1.58355606 13099522.57064484
   1.58382873 13100609.81078311
   1.58410149 13101699.59223945
   1.58437432 13102791.91089270
   1.58464722 13103886.76262499
   1.58492021 13104984.14332233
   1.58519327 13106084.04887413
   1.58546641 13107186.47517358
   1.58573962 13108291.41811733
   1.58601292 13109398.87360596
   1.58628629 13110508.83754329
   1.58655974 13111621.30583678
   1.58683326 13112736.27439790
   1.58710687 13113853.73914123
   1.58738055 13114973.69598533
   1.58765431 13116096.14085198
   1.58792814 13117221.06966703
   1.58820206 13118348.47835961
   1.58847605 13119478.36286224
   1.58875012 13120610.71911150
   1.58902427 13121745.54304749
   1.58929849 13122882.83061358
   1.58957280 13124022.57775688
   1.58984718 13125164.78042812
   1.59012164 13126309.43458168
   1.59039617 13127456.53617528
   1.59067079 13128606.08117042
   1.59094548 13129758.06553211
   1.59122025 13130912.48522885
   1.59149510 13132069.33623293
   1.59177003 13133228.61451989
   1.59204503 13134390.31606902
   1.59232012 13135554.43686315
   1.59259528 13136720.97288868
   1.59287052 13137889.92013555
   1.59314583 13139061.27459713
   1.59342123 13140235.03227056
   1.59369670 13141411.18915635
   1.59397226 13142589.74125854
   1.59424789 13143770.68458497
   1.59452360 13144954.01514659
   1.59479938 13146139.72895826
   1.59507525 13147327.82203836
   1.59535119 13148518.29040850
   1.59562722 13149711.13009397
   1.59590332 13150906.33712371
   1.59617950 13152103.90753006
   1.59645576 13153303.83734907
   1.59673209 13154506.12261975
   1.59700851 13155710.75938539
   1.59728500 13156917.74369229
   1.59756158 13158127.07159042
   1.59783823 13159338.73913309
   1.59811496 13160552.74237762
   1.59839177 13161769.07738415
   1.59866865 13162987.74021686
   1.59894562 13164208.72694300
   1.59922267 13165432.03363369
   1.59949979 13166657.65636337
   1.59977699 13167885.59120997
   1.60005428 13169115.83425501
   1.60033164 13170348.38158331
   1.60060908 13171583.22928328
   1.60088660 13172820.37344697
   1.60116420 13174059.81016959
   1.60144187 13175301.53555006
   1.60171963 13176545.54569069
   1.60199747 13177791.83669738
   1.60227538 13179040.40467928
   1.60255338 13180291.24574916
   1.60283145 13181544.35602327
   1.60310960 13182799.73162124
   1.60338784 13184057.36866623
   1.60366615 13185317.26328482
   1.60394454 13186579.41160697
   1.60422301 13187843.80976636
   1.60450156 13189110.45389993
   1.60478019 13190379.34014779
   1.60505890 13191650.46465405
   1.60533768 13192923.82356592
   1.60561655 13194199.41303414
   1.60589550 13195477.22921297
   1.60617453 13196757.26825987
   1.60645363 13198039.52633591
   1.60673282 13199323.99960558
   1.60701208 13200610.68423678
   1.60729143 13201899.57640099
   1.60757086 13203190.67227278
   1.60785036 13204483.96803036
   1.60812995 13205779.45985533
   1.60840961 13207077.14393272
   1.60868935 13208377.01645100
   1.60896918 13209679.07360207
   1.60924908 13210983.31158094
   1.60952907 13212289.72658644
   1.60980913 13213598.31482065
   1.61008928 13214909.07248900
   1.61036950 13216221.99580051
   1.61064981 13217537.08096722
   1.61093019 13218854.32420496
   1.61121066 13220173.72173270
   1.61149120 13221495.26977295
   1.61177183 13222818.96455157
   1.61205253 13224144.80229773
   1.61233332 13225472.77924408
   1.61261419 13226802.89162664
   1.61289513 13228135.13568471
   1.61317616 13229469.50766119
   1.61345727 13230806.00380207
   1.61373845 13232144.62035691
   1.61401972 13233485.35357859
   1.61430107 13234828.19972337
   1.61458250 13236173.15505078
   1.61486401 13237520.21582388
   1.61514560 13238869.37830895
   1.61542727 13240220.63877576
   1.61570902 13241573.99349727
   1.61599086 13242929.43874993
   1.61627277 13244286.97081341
   1.61655476 13245646.58597102
   1.61683684 13247008.28050903
   1.61711899 13248372.05071724
   1.61740123 13249737.89288898
   1.61768354 13251105.80332035
   1.61796594 13252475.77831151
   1.61824842 13253847.81416554
   1.61853098 13255221.90718884
   1.61881362 13256598.05369132
   1.61909634 13257976.24998601
   1.61937915 13259356.49238942
   1.61966203 13260738.77722154
   1.61994500 13262123.10080521
   1.62022804 13263509.45946697
   1.62051117 13264897.84953662
   1.62079438 13266288.26734713
   1.62107767 13267680.70923497
   1.62136104 13269075.17153978
   1.62164449 13270471.65060457
   1.62192802 13271870.14277575
   1.62221164 13273270.64440259
   1.62249533 13274673.15183831
   1.62277911 13276077.66143910
   1.62306297 13277484.16956436
   1.62334691 13278892.67257689
   1.62363093 13280303.16684282
   1.62391504 13281715.64873144
   1.62419922 13283130.11461549
   1.62448349 13284546.56087091
   1.62476784 13285964.98387695
   1.62505227 13287385.38001601
   1.62533678 13288807.74567395
   1.62562137 13290232.07723970
   1.62590605 13291658.37110609
   1.62619080 13293086.62366802
   1.62647564 13294516.83132480
   1.62676056 13295948.99047845
   1.62704557 13297383.09753438
   1.62733065 13298819.14890133
   1.62761582 13300257.14099108
   1.62790107 13301697.07021887
   1.62818640 13303138.93300318
   1.62847181 13304582.72576570
   1.62875730 13306028.44493122
   1.62904288 13307476.08692817
   1.62932854 13308925.64818784
   1.62961428 13310377.12514488
   1.62990010 13311830.51423724
   1.63018601 13313285.81190607
   1.63047199 13314743.01459590
   1.63075806 13316202.11875403
   1.63104422 13317663.12083156
   1.63133045 13319126.01728251
   1.63161677 13320590.80456430
   1.63190317 13322057.47913719
   1.63218965 13323526.03746537
   1.63247621 13324996.47601547
   1.63276286 13326468.79125784
   1.63304959 13327942.97966582
   1.63333640 13329419.03771609
   1.63362330 13330896.96188846
   1.63391027 13332376.74866604
   1.63419733 13333858.39453499
   1.63448447 13335341.89598490
   1.63477170 13336827.24950830
   1.63505901 13338314.45160122
   1.63534640 13339803.49876255
   1.63563387 13341294.38749470
   1.63592143 13342787.11430297
   1.63620907 13344281.67569611
   1.63649679 13345778.06818594
